Condition,Cell_ID,Cell_Size,Mito_Mass,Cytosolic_Ca,Mito_Ca,ROS,DeltaPsi,ATP,mPTP,CytC_Release,Caspase3,ApoptosisProb,Apoptotic,StressScore
Mild_Stress,Mild_Stress_398,1.0678759482264064,0.8954902096495803,0.45934598895748524,0.17272988497902234,0.5677963229594829,0.744508019939879,0.7026768178282272,0.6142984107588577,0.46783389721446483,0.2826052918802987,0.10984332316790936,1,-0.12793094120992293
Mild_Stress,Mild_Stress_399,1.0327021588275511,1.1900816746259835,0.520809948900006,0.24147718750899935,0.468915929993676,0.7724264961256898,0.7791302372255055,0.5689580634121059,0.43688345748737767,0.2906799273572526,0.08825170731945434,0,-0.23766333216599467
Mild_Stress,Mild_Stress_400,1.123652654276415,1.28256950982738,0.4280508144308895,0.1946702216438899,0.5537508030886634,0.853102548449968,0.6788429932854342,0.630906979039918,0.4986156807393589,0.2904688358619375,0.10203693256023885,1,-0.22587215771628075
Mild_Stress,Mild_Stress_401,1.1549762666878436,1.0872706494975808,0.5036186060032483,0.24297053043803452,0.4229100407533081,0.7850332534328119,0.7493238006427402,0.6419153487319138,0.34100061967579404,0.2436943573176193,0.0679031517557341,0,-0.30840312671318726
Mild_Stress,Mild_Stress_402,1.0368403672006434,0.7746049599937977,0.46094130599555055,0.15487055902694752,0.38620855033158213,0.8145078941610766,0.7635535484928955,0.4440750330043669,0.15174229381568444,0.12372872996668936,0.031727743169674257,0,-0.7342102032172662
Mild_Stress,Mild_Stress_403,1.0350079270453971,0.9577371230671997,0.4471585213816216,0.2940344608716279,0.34778359770852724,0.8036072140135012,0.7888894332411567,0.5003694801144949,0.30461672668189405,0.21330101950835845,0.055001800851634676,0,-0.4805646946367641
Mild_Stress,Mild_Stress_404,1.025693317874336,1.0982637931552524,0.625511882576026,0.3665903365725948,0.6620664255905648,0.7626406082089315,0.7364228531293943,0.7728879990361653,0.5951806851589,0.30617487504854213,0.21035331137640456,1,0.3368602062342757
Mild_Stress,Mild_Stress_405,1.0586956667979146,0.9741467948949704,0.574174797054747,0.1641206305207126,0.3933756942989952,0.8600105207973335,0.8074527565729407,0.519284608809561,0.32211469827148265,0.24943289446989317,0.043480453124995606,0,-0.6087920878093995
Mild_Stress,Mild_Stress_406,1.0066204765445756,1.1773885810649456,0.49093973179193845,0.31053637446717147,0.510884087927933,0.6356868537789492,0.6870515132858245,0.7323156078737236,0.34704487468792206,0.2947628225497062,0.1343890290303786,0,0.13037616492061643
Mild_Stress,Mild_Stress_407,0.9999269821213252,1.0953036262872375,0.29566304512448266,0.13485034800427137,0.3769599526669423,0.8965745154239696,0.8503337412126833,0.347475385932668,0.09269037833768022,0.05674403079086758,0.01923429246220776,0,-0.9794201104072409
Mild_Stress,Mild_Stress_408,1.1435952544992691,0.9399476944630383,0.4511192621397944,0.28931027396789516,0.5588511906686626,0.8525814959302186,0.870449749455201,0.7489135098625057,0.5088228307037186,0.3363752205833382,0.10454755818838253,0,-0.014077590932749826
Mild_Stress,Mild_Stress_409,1.1819339416426051,1.0285965318474841,0.6962422051524066,0.3195779822433574,0.497515735759297,0.7369047341059339,0.8424406129634757,0.6166457650057128,0.42692503278055954,0.27279498019685866,0.10247438270579387,0,-0.05347670162544092
Mild_Stress,Mild_Stress_410,0.8190936466439895,0.9174647680782431,0.46154706666882334,0.24326800717894806,0.39813342090022014,0.774872854016578,0.6982825311475178,0.5294597691943107,0.35690601491766666,0.30505224228895433,0.07775179988608312,1,-0.37135994824220814
Mild_Stress,Mild_Stress_411,1.0012025382088683,1.0028145691454409,0.5682574057642926,0.2677842330522293,0.5314192843665275,0.7677296107620937,0.7842892385281316,0.5757575946296591,0.37698767913677567,0.3520792589767561,0.10274674086580034,0,-0.1279746468494871
Mild_Stress,Mild_Stress_412,0.9173566679865718,0.9581735657030276,0.595355392156208,0.361102139508682,0.4421348610421909,0.7571537872764986,0.7811337499193219,0.8093947027723084,0.5590976008839614,0.3168573353812496,0.133391495817969,1,0.1024473254243494
Mild_Stress,Mild_Stress_413,0.9626834240216713,1.1656961705828985,0.497517113268478,0.17975570889246562,0.40227166822952515,0.8439356632640402,0.8172272228988529,0.5025722708754797,0.28845273243156616,0.22672026734664769,0.04282206936781708,0,-0.5943590726907514
Mild_Stress,Mild_Stress_414,1.0483019451682385,1.2786462013746533,0.4126542694505478,0.2608994146317922,0.34992249856048085,0.7339468796576643,0.775403245621445,0.49265508626284704,0.31210192491766764,0.1850526064024423,0.0577083068805249,0,-0.44262161634993363
Mild_Stress,Mild_Stress_415,1.0803326045850963,0.8529821545666436,0.2851750134573689,0.24589106460345211,0.39097391121772107,0.768746788793712,0.8004244919790587,0.5969920559676808,0.3776890226220526,0.22538026085005874,0.06391611523575762,0,-0.3444691736521409
Mild_Stress,Mild_Stress_416,0.9865448267666386,0.7939388002097636,0.5347330566887163,0.31013697467347534,0.5320586804834974,0.86028503435462,0.8058207459746651,0.6782722933300762,0.45363120696407055,0.19657637730646432,0.08715450468386757,0,-0.15083722782173348
Mild_Stress,Mild_Stress_417,0.7703991598332637,0.9953040639327676,0.41481951977411613,0.36466876678034565,0.40658342238395084,0.7557936460232746,0.7715861042535519,0.6202981745474755,0.35876940817515396,0.20909316549705378,0.08476029352211124,0,-0.17680505042486597
Mild_Stress,Mild_Stress_418,0.8841945303308585,0.842514870695492,0.4940920361510154,0.22119540688937345,0.37585773237669795,0.894091447679973,0.8002530179697961,0.5375118515843962,0.31087142749583024,0.12325441865131875,0.03791527538261178,0,-0.6449530853185412
Mild_Stress,Mild_Stress_419,1.10757996042402,1.0302701469954438,0.38001437283285083,0.2704433198471096,0.5015336698019028,0.8141585712475508,0.7609391715646837,0.5540793458628666,0.3774916071694231,0.2150526467155396,0.07949688011379503,0,-0.2799342853671948
Mild_Stress,Mild_Stress_420,0.6711488293558082,1.114597088211645,0.4587809967623838,0.23420791074634914,0.4473410771093435,0.7236483115871156,0.7693833768243785,0.5488753756805093,0.3472917931891404,0.15223181765907168,0.06810332557718193,0,-0.30942935789839676
Mild_Stress,Mild_Stress_421,1.14249125820184,1.2040217822269528,0.48269752439208424,0.32294849811838966,0.664769388670427,0.7838454345543739,0.7594517779931221,0.609615433050857,0.44730407345893874,0.2686806073571431,0.1456471344347908,0,0.08455216681800393
Mild_Stress,Mild_Stress_422,1.062547598877345,1.0488921016007675,0.5014874864835438,0.25505928052595817,0.6231494344583874,0.7662142744253587,0.7680116700671225,0.5885107971859,0.4894290549349805,0.3007022522630506,0.13319805817503394,0,-0.002793588019464969
Mild_Stress,Mild_Stress_423,1.1579411297836026,1.0015461275729844,0.39081422501180685,0.1935124318423842,0.40632602193649214,0.8068729332667032,0.7713380517816428,0.6175378017354516,0.3938569203679208,0.2583634724368579,0.06135149322206932,0,-0.39938213038119175
Mild_Stress,Mild_Stress_424,0.9761716975742848,0.7873185645661638,0.5757528759009082,0.3598778387976156,0.5809446607471708,0.7768595750866041,0.7703355609131255,0.8121367671081464,0.5204684494028302,0.2508824550863614,0.14625264480480044,0,0.19754851553029565
Mild_Stress,Mild_Stress_425,0.7526313491172514,1.0278669724572296,0.4322484172214423,0.20179322968636904,0.5232567323404277,0.8263282764136264,0.8184086029618293,0.57014514059864,0.42261993396658937,0.17563171086976526,0.06672057609323391,0,-0.33227063351592684
Mild_Stress,Mild_Stress_426,1.0516435169807798,1.0332792258208692,0.3460424431637404,0.11635130957327579,0.39053456924626595,0.8808457763328283,0.8727870206595154,0.5319606875974073,0.2080415802903548,0.10954928629671884,0.0242426228896294,0,-0.7768091936514666
Mild_Stress,Mild_Stress_427,1.1529583748846008,1.1013995722604633,0.4712781264029229,0.21393653125059328,0.37158353150789275,0.8929344204455687,0.841674773312601,0.4711506328052493,0.17553827589402793,0.023388726568164757,0.025073938796003743,0,-0.7899735424853467
Mild_Stress,Mild_Stress_428,1.1109666166616106,0.9397061823714429,0.4827500247221168,0.28610448544805284,0.5078861270000599,0.8128951300272161,0.772209497206904,0.6027526693910723,0.40728866944327463,0.3268859151945258,0.09774908254424773,0,-0.1686379904260004
Mild_Stress,Mild_Stress_429,0.9204770219814358,0.9725184425266307,0.49284715465374074,0.3360188292240347,0.5191092759138279,0.7132512421837941,0.7561111211115767,0.6869759195572929,0.48955035757366044,0.34165117122325395,0.14962812117562263,0,0.11491483657966961
Mild_Stress,Mild_Stress_430,1.0104113290555177,0.8473644839184318,0.5889705922948063,0.29280746982097294,0.48125984663149457,0.7735913656871559,0.7189826187385059,0.6116934568776096,0.29845314918310695,0.23049993621508819,0.08202327093308133,0,-0.21466393444217166
Mild_Stress,Mild_Stress_431,0.9360596477464092,0.749769617728846,0.46108409306113124,0.3204712566054374,0.5551742462439608,0.9237386815328896,0.8083462367232503,0.6201124693657087,0.38032760107228664,0.31780068084865604,0.08648221535623718,0,-0.21388535653272497
Mild_Stress,Mild_Stress_432,0.9016880242972753,0.8917051036593199,0.4704304300504983,0.16316015522901878,0.4008709973626665,0.8719273087626567,0.8550346909829988,0.5376755089958904,0.26788873841386956,0.11857523235625814,0.03158269950163601,0,-0.6720691699005246
Mild_Stress,Mild_Stress_433,1.1146466285415821,0.8362856568445719,0.3917452495013525,0.1905150294363992,0.38509193491583965,0.9532617346492662,0.892507643753455,0.4648426507009673,0.21482516494222997,0.053522760443332186,0.022692540619400774,0,-0.8522044289747045
Mild_Stress,Mild_Stress_434,0.8562961226481806,1.065130230005407,0.5456442802310317,0.253660991051615,0.501783253897715,0.8687936296842035,0.7890516373691157,0.6202592663821711,0.46261590822438614,0.35200117696193955,0.09037266466065892,0,-0.23726760269056305
Mild_Stress,Mild_Stress_435,0.8927420283302064,0.962548667754911,0.4947447251262483,0.2462870881458357,0.5178470961454473,0.8087578083224553,0.7834375300715752,0.6594275476149011,0.4805668397693181,0.34513656114487584,0.10363558038361655,0,-0.12315004478680641
Mild_Stress,Mild_Stress_436,0.8675169239833137,0.9601362989459591,0.44639778181646694,0.24128488693077527,0.4062130530458452,0.8370978999100458,0.7753300801776603,0.5540089115618223,0.3231111872688674,0.1872610518179574,0.05272157924776455,0,-0.47957973596268144
Mild_Stress,Mild_Stress_437,0.8211702972041144,0.9065951890139083,0.3276260245227629,0.2361237660264986,0.5512220374813002,0.7891223471960319,0.7881905256408849,0.5547787760931531,0.3158500934727375,0.2733274167116884,0.08007821472215354,0,-0.23314724065771925
Mild_Stress,Mild_Stress_438,1.0175697150211125,0.6368169026534418,0.595552975604407,0.26175513117131305,0.37385612938276547,0.7389805997560566,0.7863919863220543,0.4736858111340856,0.1592443978684117,0.06010064323039937,0.040132127647251284,0,-0.5380317100007781
Mild_Stress,Mild_Stress_439,1.1393803658178372,1.20572204440464,0.3817856028435154,0.22196668221241792,0.4394170648854931,0.8187159391946159,0.7821897447238954,0.5490129191292779,0.4265066939952573,0.276299002568816,0.07175793600073407,0,-0.37190375600018694
Mild_Stress,Mild_Stress_440,0.9778147892505681,0.9046922918217193,0.43269775925042353,0.22873684231820512,0.4648709815093596,0.8716642169241379,0.7926075860331867,0.531922470005133,0.3599601453259227,0.22309157153620085,0.05842952240502426,0,-0.4566567426223434
Mild_Stress,Mild_Stress_441,0.8193102639323,0.975234346172945,0.5086675608860802,0.2024802520766591,0.4265804535488616,0.7937734601459248,0.7832454446347367,0.5335870831866084,0.2627189199739392,0.09515219512786195,0.043827776517607726,0,-0.5173918676535106
Mild_Stress,Mild_Stress_442,1.1007933447690432,0.8501376947202166,0.38427536571066506,0.20767637665384667,0.43390013634564756,0.8419113996924324,0.7819989476089411,0.5208007958755356,0.3537926288033004,0.2244998580694235,0.055849093202008336,0,-0.4882987247819044
Mild_Stress,Mild_Stress_443,1.2022842104841966,1.14135639576781,0.3605192177397485,0.19756215441508487,0.5998781832483562,0.828996407273608,0.7804922698055773,0.7552024382172713,0.5192219337832644,0.4280989935299635,0.12312052301040907,0,0.001246830442079773
Mild_Stress,Mild_Stress_444,0.9224509211024087,1.0419362269994128,0.31008419338394677,0.1786246337841986,0.40081919897016655,0.7877558128554678,0.7674496631592145,0.4225462217058173,0.19810315181832316,0.1334130469965093,0.038889115023215355,0,-0.6518346762405374
Mild_Stress,Mild_Stress_445,0.9425734879938739,0.9255609203230296,0.5376797562324508,0.27009348207624484,0.6724275875073442,0.7362858303990019,0.7805523183156982,0.5919106825300491,0.4384788705057802,0.2855848788843465,0.1410979727925709,0,0.08338715520920528
Mild_Stress,Mild_Stress_446,1.0618792756100073,0.977657201193651,0.43638510042189427,0.23727519758446616,0.5173727134941835,0.747318396893907,0.8199012405537279,0.6285644811885504,0.3544212501557862,0.20113459060846747,0.07531770213412142,0,-0.18089747884264953
Mild_Stress,Mild_Stress_447,1.1946248497342062,1.2261063452099183,0.7141816073978664,0.30402585184281344,0.5232554929411055,0.7451313749236362,0.7094423536490858,0.6332736914777051,0.3872070954046775,0.2828967548456177,0.11590529273804526,0,-0.05192377685266512
Mild_Stress,Mild_Stress_448,0.9376199025129729,1.0159684227291805,0.4004515947495301,0.2965209422006114,0.5467712487274118,0.7178867103452184,0.7385324662082499,0.6895151985929788,0.46946868311383366,0.36245439349266384,0.1470519952466297,0,0.09844011191106464
Mild_Stress,Mild_Stress_449,0.8401060262802154,1.002916730041025,0.40628391812568626,0.1520305335918092,0.6255086825639509,0.74304078139234,0.6640522381720372,0.6410965469317591,0.4030173905562325,0.32280431322755027,0.11741001193104486,0,-0.07581886404275828
Mild_Stress,Mild_Stress_450,1.0757702327526888,0.911758976218222,0.4347685623771679,0.18891079032381497,0.3954583453705154,0.903746221606568,0.8208586793545259,0.5507957994685434,0.3665642733676645,0.19979664347779816,0.0421609045194976,0,-0.6118578824644619
Mild_Stress,Mild_Stress_451,1.0958881687770758,0.7973750164982575,0.4994507724110791,0.42160558779729107,0.4912932601832337,0.7286847372576073,0.8695965496146985,0.6299261614638789,0.5330342364652281,0.35186343559185335,0.15333608975714805,0,0.14132706939329362
Mild_Stress,Mild_Stress_452,1.0007357740522271,1.0055201137254126,0.4423837328971751,0.17255482521465748,0.40480903758656134,0.8396562006496457,0.7902105089390374,0.4525327612738962,0.19018714725392924,0.12388411767458428,0.03346917277226128,0,-0.7035129844317969
Mild_Stress,Mild_Stress_453,0.9330240088411059,1.063782968033888,0.5289865771202009,0.1839200215094848,0.4650140299667875,0.7931262722822413,0.7891368299644956,0.56116772268783,0.22537821340233838,0.06131775330901119,0.04079878675241985,0,-0.5016447653704798
Mild_Stress,Mild_Stress_454,1.1193254477190455,1.156674890274254,0.40171292880090764,0.2646681297803907,0.37829667966429575,0.8833711265608394,0.8742207752228226,0.5647094924741227,0.18730511818881906,0.08201747730693032,0.030213035328607717,0,-0.6252900650273225
Mild_Stress,Mild_Stress_455,1.0633643205457557,0.7549051704149752,0.3694726625229135,0.08468824065658727,0.41967345504776693,0.9096798362146181,0.7599298331858777,0.5494364873214815,0.3129511109620899,0.06505264174695627,0.02958735769455611,0,-0.7778507426664675
Mild_Stress,Mild_Stress_456,0.9077877379715809,0.8897131953121704,0.3361428208472714,0.18353355269819865,0.5811383980531465,0.8359876831035432,0.7106038792686634,0.6370530990665719,0.37944863755505404,0.28588753093839575,0.08668491614794707,0,-0.2297974793354867
Mild_Stress,Mild_Stress_457,1.0058913677566805,0.9550358236881598,0.30211406656502426,0.3144894188023478,0.532118755804791,0.797922294369708,0.7135523470114241,0.6490662059261278,0.4402269509765561,0.34140270975332193,0.1266473981448296,0,-0.042100096469125166
Mild_Stress,Mild_Stress_458,0.8377950961570424,1.0243070527261495,0.43855447844199547,0.1407979121254944,0.4228710783282032,0.8228877199856711,0.7426608707019214,0.42580400312953925,0.23449925521109916,0.18506199128003156,0.04110522295805601,0,-0.6764423348085301
Mild_Stress,Mild_Stress_459,1.0823068547725503,1.007320711571523,0.45592157500854225,0.12065468210866696,0.39102337554104627,0.7850763730340207,0.6345115295203236,0.4280775787551633,0.10844155884935315,0.0490004756267599,0.031775776299334785,0,-0.785589984878442
Mild_Stress,Mild_Stress_460,0.9685319716740574,1.0101221122724615,0.42948503780134534,0.140368891113009,0.5060618203194637,0.9133838210077463,0.8253385697164324,0.45782813730689303,0.14043300584570872,0.06753292205661553,0.027487700669262587,0,-0.7502351554993804
Mild_Stress,Mild_Stress_461,0.9477147001138315,1.073696281583327,0.579472463774973,0.3367169364220597,0.47371432726326357,0.7539244872869247,0.8792351401311413,0.6884824509741527,0.46624415305620154,0.3653115604918358,0.1111654295459721,0,0.015251768231218148
Mild_Stress,Mild_Stress_462,0.9960550617817079,0.9163295812614407,0.5782424167686507,0.34987144906817647,0.6666898665226269,0.7805311148657559,0.7381821212708942,0.7659620214312856,0.555587608879951,0.46697135523971517,0.22455591811096454,0,0.34043152569647844
Mild_Stress,Mild_Stress_463,1.0048369239196298,1.1368217276229773,0.45321576100443983,0.2078701885328434,0.6088767671797846,0.8357661596863624,0.6786632398754122,0.5302031156386406,0.31613058606121086,0.21568176762346145,0.08368929455317937,0,-0.2933622800685772
Mild_Stress,Mild_Stress_464,1.1073916073878673,1.0767390475588716,0.33648631094464293,0.23876295307068915,0.5054158847881354,0.7728424080100335,0.7285451460201997,0.5703417277914747,0.24135650823154556,0.15724027251238284,0.0639009835097022,0,-0.3229440297762693
Mild_Stress,Mild_Stress_465,1.0709308637590267,0.9863448828595643,0.43466359135559574,0.31554757662517785,0.521190353315965,0.8367511363762573,0.7698559622121481,0.6893414317476197,0.48870860445483816,0.39072213147215756,0.12373867513272417,0,-0.036703521271933624
Mild_Stress,Mild_Stress_466,0.9812308865448637,1.2168337135816036,0.43201428848663503,0.3384457858361118,0.6044467902031595,0.8010810405884697,0.7054930283598292,0.72585778151624,0.5906085514333,0.32653503556928726,0.18142947071238302,0,0.16727988773739827
Mild_Stress,Mild_Stress_467,1.0916401779662794,1.211494678823546,0.42742920301775533,0.21482010418542347,0.5533049420393533,0.8802998878507626,0.828211791101239,0.6085451946412853,0.4169559149362235,0.23627944386623642,0.06975042143292494,1,-0.30358349660536715
Mild_Stress,Mild_Stress_468,1.0480884704429936,1.1366721971781908,0.4241824876881404,0.09037556763064991,0.3642495842596334,0.8319376773206411,0.8373580984318203,0.4402354806546873,0.16571512903612204,0.14508104950134187,0.02439417723360856,0,-0.8412717339292582
Mild_Stress,Mild_Stress_469,0.9488080436456755,0.6624979420867988,0.4277229683420154,0.1804503035751242,0.4243437772892368,0.7634791195603623,0.7130270550530408,0.6193286500325166,0.3834503270738412,0.31784301404320664,0.07585077541904868,0,-0.32166422313009885
Mild_Stress,Mild_Stress_470,0.9850338210116217,1.214198165681091,0.4490766707281792,0.21156858305874726,0.38264154194860556,0.8066933997096817,0.8426354490971192,0.5230308322398309,0.19932498851622793,0.11099070577188543,0.034297084930740525,0,-0.5987782703274003
Mild_Stress,Mild_Stress_471,0.9822132533388255,1.1200957772515658,0.4291567120947555,0.214668521438461,0.5052353803306915,0.8149439300238106,0.8497949593087712,0.5457695660758535,0.41171997889553663,0.15599130002462244,0.06224970816289701,0,-0.3524411307136963
Mild_Stress,Mild_Stress_472,1.0606313611809042,1.2654937910804862,0.49666580069004734,0.24256146618099336,0.5358166116234294,0.7962211472081394,0.8566679406181734,0.5526327505276991,0.3549986261639129,0.19908737048592162,0.06910924923904163,0,-0.2655491065514539
Mild_Stress,Mild_Stress_473,0.9559572862334029,1.1732205055629585,0.5088294972723889,0.32522399992117623,0.4318560053142403,0.7832839440297514,0.942695141119921,0.6269554529999629,0.2641645796400922,0.07705472567509292,0.046192473842551866,0,-0.30548258795536376
Mild_Stress,Mild_Stress_474,0.953150897629404,1.214125875854608,0.4071483930254008,0.2989676431601451,0.48267151608493425,0.7005175706068291,0.7025652846323166,0.49790785843677243,0.273813384735347,0.1995810515624639,0.08916327659689292,0,-0.21494200511206474
Mild_Stress,Mild_Stress_475,1.236250877132075,1.1301633365765793,0.5816852260805626,0.2732894098927099,0.408672460221025,0.8398899029749962,0.9631613748391287,0.5403224406961312,0.3464235503175062,0.12046651794065469,0.04185603809486713,0,-0.46932216495347134
Mild_Stress,Mild_Stress_476,1.1127682578096525,1.1865679383923953,0.40159501585275087,0.28646734811157193,0.44599431993313876,0.9046636978709679,0.8208724712460679,0.5481508204529393,0.3044061868806926,0.11154311865052602,0.0463823698627202,0,-0.5054420498053169
Mild_Stress,Mild_Stress_477,0.9087279202689833,1.2640196034430666,0.350575950894773,0.2241612648110359,0.5194437633808072,0.8230691315926068,0.744476819566861,0.49799861530399564,0.28297494441854576,0.05222008676117558,0.05360063883620393,0,-0.45553070500053167
Mild_Stress,Mild_Stress_478,1.0685129192730638,1.0507113231603185,0.5104622457092041,0.26253214436997574,0.44679572029900955,0.8401565743876974,0.8253449823942621,0.5079706100992114,0.21002747764586205,0.17449264373443307,0.04592563111335013,0,-0.49313570981076243
Mild_Stress,Mild_Stress_479,1.0142020078786214,0.8360570892655583,0.4146073492468528,0.2795052216629963,0.48471953282608743,0.8272631326199364,0.7658982280162855,0.6458937644550875,0.4533167872250035,0.2745268027280978,0.09155546248590943,0,-0.19189754651036492
Mild_Stress,Mild_Stress_480,1.0469861410312113,0.9878294465531168,0.5057033176605911,0.26133128407548184,0.38368725687765476,0.8436281315289588,0.8490794725129789,0.5440721966574964,0.26660236470018844,0.14711065241904867,0.04120447659650541,0,-0.5340620860498253
Mild_Stress,Mild_Stress_481,1.0164809589478125,1.0715182264809462,0.28770651191195756,0.3041659497950509,0.5299639920884994,0.8313246681167266,0.720499214172356,0.6413508619790141,0.2681223116105589,0.1708326431763793,0.07413009837657906,0,-0.23052707182082782
Mild_Stress,Mild_Stress_482,1.1427571174582283,1.0337112646795208,0.5913964753186454,0.20068409635385231,0.4672087109701082,0.8348733122292431,0.778374842909525,0.5539887691368376,0.31064474155656413,0.12434380946241187,0.049364659392966276,0,-0.4803902257390319
Mild_Stress,Mild_Stress_483,1.0414744413581736,0.8751373186158027,0.5337834726432321,0.2359139614796102,0.43513413516350324,0.8008903979446278,0.8567936442281342,0.557402227010087,0.40162908873069497,0.16147951080409606,0.05736174791287426,1,-0.38538041815270724
Mild_Stress,Mild_Stress_484,0.9925493562142855,0.8289966395315364,0.35996187606695984,0.19839552280619893,0.45604698442501634,0.7781269342770668,0.767687772164809,0.6191304286884253,0.35942867857374716,0.16733065832927396,0.0609845429668298,0,-0.3479082500444098
Mild_Stress,Mild_Stress_485,1.125062869237962,0.9357852343187544,0.3616978300922971,0.2329614019597834,0.49745327251714366,0.7908377729686293,0.776383065765306,0.5911314005366134,0.4940547238913659,0.2830551701474343,0.09581944980425525,0,-0.2028479695774213
Mild_Stress,Mild_Stress_486,1.0279942049305446,1.121653501273032,0.6137812723278022,0.3709010745409161,0.4898647131197582,0.7985920660096398,0.8170764178723051,0.5796744162847302,0.39174023205013203,0.26153244439035106,0.09806743824885295,0,-0.12312199925338271
Mild_Stress,Mild_Stress_487,1.014577429519487,1.2143655270536902,0.42100960772016327,0.22588944866788774,0.37831187382042497,0.8148249279164957,0.8719722857886868,0.6112276901827376,0.38835759826990074,0.17553206744401714,0.04814013023076492,1,-0.44157319179296806
Mild_Stress,Mild_Stress_488,1.0376827122983336,1.134712868208258,0.41326521210139006,0.13930904526511412,0.5690792806573785,0.8182300451695299,0.6581558485131161,0.5716772328376029,0.3621697637873254,0.3618777986078923,0.09114937992025321,1,-0.2940478552263148
Mild_Stress,Mild_Stress_489,0.988766917196036,1.1516160290086301,0.29871583246805733,0.23510137515112028,0.4414665294882851,0.8372186501734189,0.83423665127356,0.5089471263397608,0.29067097242596535,0.22107312865467307,0.051062131275653594,0,-0.4772319712417877
Mild_Stress,Mild_Stress_490,1.0011072391594562,1.0150268857753069,0.45193774355187566,0.2834757362116744,0.5007908740721713,0.8361288614737634,0.7808944932200544,0.5303397762816825,0.305990341381415,0.23277070571099012,0.07037982720096918,0,-0.33029912735630546
Mild_Stress,Mild_Stress_491,0.9295966493485752,0.8156748596302181,0.46178243081313974,0.12511233122183457,0.5070593305012476,0.8825687227361809,0.790516294550101,0.5163119667702813,0.2933025820706978,0.1651683287671091,0.04220974217208679,0,-0.5943080657034361
Mild_Stress,Mild_Stress_492,0.9098599336451345,0.9700982848490092,0.5372394477415589,0.2678055586892976,0.7475463645401179,0.7465912813348293,0.7351429119494457,0.7376524566103161,0.5767919395409769,0.4896650708116002,0.24427780303892113,1,0.3799260260805106
Mild_Stress,Mild_Stress_493,0.8801715536221073,0.9936730251302484,0.36807372574524194,0.1134172941700168,0.34392373088428696,0.7908011838808712,0.7321036282560314,0.5279710461582895,0.22565339701814946,0.12313380283233681,0.03261253678354449,0,-0.7142214996000229
Mild_Stress,Mild_Stress_494,0.8329620055843509,0.9650784561346519,0.3583770566207512,0.16555290396713918,0.4859867117460684,0.799339253940163,0.7130844157280205,0.5112699918082025,0.2309007677850775,0.14302878705754823,0.04994676055722627,0,-0.5075856810758577
Mild_Stress,Mild_Stress_495,0.8944339166338532,1.0312881383998889,0.5160770107821181,0.20645841815597335,0.42337762819960056,0.8260267032614621,0.704204233120095,0.4700237134615917,0.18207084284791708,0.12070054624087023,0.04214638058793355,0,-0.6207192566003692
Mild_Stress,Mild_Stress_496,0.9790879558639689,1.077695125742088,0.5605384056981652,0.3247443238888769,0.4884196244296249,0.6988001529944077,0.7211545072540418,0.7182042395298266,0.615443134847187,0.4734031067544805,0.20164465638158566,0,0.202939102986598
Mild_Stress,Mild_Stress_497,1.0123741098934764,1.1270865771441536,0.3543078119105693,0.2110175446190303,0.42454305360808836,0.8922709470722997,0.894465175465872,0.5607022785983613,0.3705944367172473,0.24254401841164655,0.04579271447852898,0,-0.5165208059254206
Mild_Stress,Mild_Stress_498,0.9674444124222832,0.9913503708309738,0.5665211269039793,0.2011469343710311,0.391720272720923,0.8387569261275551,0.8085680494253131,0.5079307457671384,0.30600310527550545,0.14885279989362463,0.04177917184389131,0,-0.5943061999746238
Mild_Stress,Mild_Stress_499,0.717315581184717,0.7962736258775827,0.4830033473189457,0.3018551293390715,0.5129444128776559,0.8079230502016784,0.7149311230635816,0.6721752561540468,0.3663030605782284,0.21401489150221867,0.09104922077865338,1,-0.14940624759693524
Mild_Stress,Mild_Stress_500,1.188950362931481,0.9667794282399976,0.5673444271259717,0.19254220005838518,0.36342880193289684,0.9075152346917343,0.8247079323716228,0.45707075416144416,0.2819763247629727,0.19369943790844887,0.03439988077021783,0,-0.7470463439099124
Ca_Overload,Ca_Overload_001,0.8639264396838635,0.9432290763048486,0.7243710396991984,0.4859192841269709,0.7397147384802699,0.6005863197334397,0.5348730384756236,0.8689523345208492,0.7469329372526948,0.6776418603068419,0.5973898979409769,1,1.0136577317746935
Ca_Overload,Ca_Overload_002,1.0096462046516386,0.8163234571126843,0.8422807922133408,0.5233554173792673,0.5311343431678672,0.7116168238702476,0.8364606795803434,0.7230617153306675,0.3022858679999102,0.3122976426121609,0.14821625233206334,0,0.2795898708010134
Ca_Overload,Ca_Overload_003,1.2643971778309309,0.9614830460554561,0.6632192157815894,0.4931404673743062,0.6218797000536425,0.6756371438655172,0.7931433729121973,0.8626554500233017,0.6222750231530642,0.42701762444967034,0.3000381492535173,1,0.6527119565153189
Ca_Overload,Ca_Overload_004,1.0758581955628927,0.9853121931849093,0.7712543628399402,0.5244494336779695,0.6383923176889011,0.6517806951400453,0.6492537222020789,0.8943068773179706,0.521622589805823,0.3334966897825955,0.3135778350195686,0,0.683671534860747
Ca_Overload,Ca_Overload_005,1.0151108584582547,1.0075467901583246,0.7490087899635433,0.470241357955014,0.5757004140020094,0.7428647188565229,0.7416386648147848,0.7612048375766539,0.695029153834809,0.5743894470349483,0.3250266824134756,0,0.506217504850496
